epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
26,23.9473,0.94979,1.2246,1.18427,1,0.56416,0.65712,0.39356,1.46398,2.06666,1.83263,0.00076755,0.00076755,0.00076755
27,24.6772,0.74874,1.04322,1.07068,0.97494,0.71429,0.74593,0.39715,1.43076,2.07522,1.79511,0.000787156,0.000787156,0.000787156
28,25.4102,1.00994,1.13489,1.2588,0.97494,0.71429,0.74593,0.39715,1.43076,2.07522,1.79511,0.00080597,0.00080597,0.00080597
29,26.2011,0.76163,1.02342,1.12361,0.72491,0.57143,0.67673,0.36507,1.41658,2.27506,1.81799,0.000823992,0.000823992,0.000823992
30,26.9733,0.90091,1.12981,1.18404,0.71915,0.55016,0.60295,0.37449,1.40501,2.22026,1.77208,0.000841222,0.000841222,0.000841222
31,27.675,0.99084,1.18634,1.25551,0.71915,0.55016,0.60295,0.37449,1.40501,2.22026,1.77208,0.00085766,0.00085766,0.00085766
32,28.4086,0.9709,1.13172,1.21975,0.81281,0.62177,0.606,0.40414,1.41095,2.16002,1.72627,0.000873306,0.000873306,0.000873306
33,29.167,0.79508,1.0192,1.07858,0.95597,0.71429,0.8009,0.39792,1.4137,2.11537,1.61411,0.00088816,0.00088816,0.00088816
34,29.8719,0.83293,1.01202,1.05523,0.95597,0.71429,0.8009,0.39792,1.4137,2.11537,1.61411,0.000902222,0.000902222,0.000902222
35,30.6536,0.88333,0.95371,1.08577,0.94508,0.71429,0.79676,0.42295,1.47801,2.07196,1.6136,0.000915492,0.000915492,0.000915492
36,31.4485,0.93276,1.1457,1.16947,0.90976,0.78571,0.80023,0.41035,1.5675,2.04405,1.8004,0.00092797,0.00092797,0.00092797
37,32.2886,0.82397,0.99621,1.10295,0.90976,0.78571,0.80023,0.41035,1.5675,2.04405,1.8004,0.000939656,0.000939656,0.000939656
38,33.0201,0.97574,1.11178,1.29529,0.91313,0.75235,0.82159,0.42959,1.46305,1.98391,1.78228,0.00095055,0.00095055,0.00095055
39,33.7473,0.82318,1.20937,1.28066,0.80637,0.59645,0.63355,0.36565,1.48202,2.24344,1.75099,0.000960652,0.000960652,0.000960652
40,34.6241,0.94211,1.19583,1.13678,0.80637,0.59645,0.63355,0.36565,1.48202,2.24344,1.75099,0.000969962,0.000969962,0.000969962
41,35.5797,0.8287,1.0266,1.11477,0.5962,0.57143,0.58956,0.28626,1.50856,2.50133,1.58386,0.00097848,0.00097848,0.00097848
42,36.3192,0.89847,1.11432,1.17407,0.70196,0.57143,0.62526,0.30959,1.71327,2.44886,1.79285,0.000986206,0.000986206,0.000986206
43,37.0347,0.83488,1.02235,1.11509,0.70196,0.57143,0.62526,0.30959,1.71327,2.44886,1.79285,0.00099314,0.00099314,0.00099314
44,40.6989,0.97268,1.31289,1.20147,0.84532,0.57143,0.71816,0.32489,1.60567,2.29708,1.69864,0.000999282,0.000999282,0.000999282
45,41.4069,0.81181,1.01727,1.13738,0.84532,0.57143,0.71816,0.32489,1.60567,2.29708,1.69864,0.00100463,0.00100463,0.00100463
46,42.1393,0.89569,1.19898,1.10329,0.98875,0.71429,0.86257,0.36715,1.57268,2.12222,1.74985,0.00100919,0.00100919,0.00100919
47,42.9368,0.83322,0.93313,1.0934,0.98875,0.71429,0.86257,0.36715,1.57268,2.12222,1.74985,0.00101296,0.00101296,0.00101296
48,43.8981,0.82226,1.05664,1.1022,0.99978,0.78571,0.83211,0.37554,1.54296,2.08616,1.7569,0.00101593,0.00101593,0.00101593
49,44.6051,0.74055,1.06591,1.06716,0.99978,0.78571,0.83211,0.37554,1.54296,2.08616,1.7569,0.00101811,0.00101811,0.00101811
50,45.3414,0.77465,1.02426,1.09514,0.97907,0.71429,0.80358,0.40788,1.53173,1.93665,1.85332,0.0010195,0.0010195,0.0010195
51,46.0576,0.89681,0.98914,1.17255,0.97907,0.71429,0.80358,0.40788,1.53173,1.93665,1.85332,0.00101,0.00101,0.00101
52,46.8011,0.77287,0.98171,1.11901,0.87743,0.64286,0.71575,0.40008,1.56444,1.88981,1.96731,0.0009902,0.0009902,0.0009902
53,47.5181,0.93868,1.03311,1.1718,0.87743,0.64286,0.71575,0.40008,1.56444,1.88981,1.96731,0.0009704,0.0009704,0.0009704
54,48.2426,0.99627,1.00364,1.19386,0.97031,0.71429,0.77051,0.39371,1.53255,1.79417,1.90739,0.0009506,0.0009506,0.0009506
55,48.9647,1.0333,1.03301,1.20049,0.97031,0.71429,0.77051,0.39371,1.53255,1.79417,1.90739,0.0009308,0.0009308,0.0009308
56,49.6979,0.87989,0.94988,1.16531,0.98932,0.71429,0.75508,0.40521,1.61409,1.88001,1.92693,0.000911,0.000911,0.000911
57,50.4085,0.76209,0.97611,1.08974,0.98932,0.71429,0.75508,0.40521,1.61409,1.88001,1.92693,0.0008912,0.0008912,0.0008912
58,51.1458,0.87847,0.95275,1.17767,0.90849,0.70957,0.77398,0.46399,1.51174,1.81926,1.7895,0.0008714,0.0008714,0.0008714
59,51.8663,0.91292,1.02359,1.13025,0.90849,0.70957,0.77398,0.46399,1.51174,1.81926,1.7895,0.0008516,0.0008516,0.0008516
60,52.6047,0.83978,0.90422,1.08716,0.86752,0.78571,0.78578,0.47863,1.56636,1.75495,1.83879,0.0008318,0.0008318,0.0008318
61,53.4582,0.92707,0.97366,1.22859,0.86752,0.78571,0.78578,0.47863,1.56636,1.75495,1.83879,0.000812,0.000812,0.000812
62,54.442,0.86852,1.08644,1.1045,0.99639,0.78571,0.80641,0.46608,1.54408,1.55263,1.74926,0.0007922,0.0007922,0.0007922
63,55.1653,0.72806,0.8242,1.10587,0.99639,0.78571,0.80641,0.46608,1.54408,1.55263,1.74926,0.0007724,0.0007724,0.0007724
64,55.8887,0.73268,0.97125,1.10071,0.99279,0.78571,0.8133,0.45829,1.40589,1.4948,1.606,0.0007526,0.0007526,0.0007526
65,56.6223,0.85872,0.93092,1.23476,0.99279,0.78571,0.8133,0.45829,1.40589,1.4948,1.606,0.0007328,0.0007328,0.0007328
66,57.3533,0.64976,0.84355,0.98136,0.99161,0.78571,0.81865,0.5026,1.37719,1.5469,1.61095,0.000713,0.000713,0.000713
67,58.093,0.83951,0.92934,1.06151,0.99161,0.78571,0.81865,0.5026,1.37719,1.5469,1.61095,0.0006932,0.0006932,0.0006932
68,58.9004,0.83255,0.87841,1.09193,0.96754,0.78571,0.83081,0.55406,1.22669,1.51022,1.46137,0.0006734,0.0006734,0.0006734
69,59.6217,0.86174,0.93263,1.14095,0.96754,0.78571,0.83081,0.55406,1.22669,1.51022,1.46137,0.0006536,0.0006536,0.0006536
70,60.4067,0.80452,0.85412,1.06181,1,0.76591,0.83988,0.55793,1.22415,1.45595,1.46618,0.0006338,0.0006338,0.0006338
71,61.1353,0.71269,0.79908,1.03581,1,0.76591,0.83988,0.55793,1.22415,1.45595,1.46618,0.000614,0.000614,0.000614
72,61.8906,0.71667,1.05276,1.04885,0.90178,0.78571,0.842,0.53312,1.27684,1.47995,1.51116,0.0005942,0.0005942,0.0005942
73,62.631,0.85037,0.87445,1.11255,0.90178,0.78571,0.842,0.53312,1.27684,1.47995,1.51116,0.0005744,0.0005744,0.0005744
74,63.4069,0.72733,0.77951,1.05504,1,0.78165,0.8526,0.52003,1.30497,1.43948,1.57662,0.0005546,0.0005546,0.0005546
75,64.1664,0.88533,0.93105,1.17414,1,0.78165,0.8526,0.52003,1.30497,1.43948,1.57662,0.0005348,0.0005348,0.0005348
76,64.9735,0.93405,0.98887,1.15055,0.92221,0.85714,0.84625,0.50449,1.24549,1.50788,1.52997,0.000515,0.000515,0.000515
77,65.721,0.69101,0.85326,1.04867,0.92221,0.85714,0.84625,0.50449,1.24549,1.50788,1.52997,0.0004952,0.0004952,0.0004952
78,66.4735,0.6873,0.78306,0.99404,0.92301,0.85641,0.84074,0.52518,1.25906,1.43183,1.56338,0.0004754,0.0004754,0.0004754
79,67.2093,0.6793,0.80027,1.03649,0.92301,0.85641,0.84074,0.52518,1.25906,1.43183,1.56338,0.0004556,0.0004556,0.0004556
80,67.9761,0.67947,0.73458,1.01611,0.92295,0.85574,0.84598,0.52902,1.28714,1.38449,1.57039,0.0004358,0.0004358,0.0004358
81,68.7197,0.59692,1.06121,0.98797,0.92295,0.85574,0.84598,0.52902,1.28714,1.38449,1.57039,0.000416,0.000416,0.000416
82,69.4606,0.76651,0.82837,1.05438,0.9211,0.85714,0.84587,0.51521,1.32272,1.33647,1.5977,0.0003962,0.0003962,0.0003962
83,70.2032,0.77363,0.90184,1.11215,0.9211,0.85714,0.84587,0.51521,1.32272,1.33647,1.5977,0.0003764,0.0003764,0.0003764
84,70.9436,0.73603,0.76709,1.07142,1,0.85183,0.85655,0.50642,1.31855,1.33522,1.60259,0.0003566,0.0003566,0.0003566
85,71.6623,0.68864,0.77348,1.02713,1,0.85183,0.85655,0.50642,1.31855,1.33522,1.60259,0.0003368,0.0003368,0.0003368
86,72.42,0.83532,1.45997,1.13568,0.91523,0.85714,0.85112,0.49444,1.35185,1.32974,1.70206,0.000317,0.000317,0.000317
87,76.0814,0.61127,0.81027,1.03703,0.91523,0.85714,0.85112,0.49444,1.35185,1.32974,1.70206,0.0002972,0.0002972,0.0002972
88,76.8513,0.75274,0.85185,1.13081,0.91561,0.77575,0.7772,0.50955,1.36959,1.30222,1.7338,0.0002774,0.0002774,0.0002774
89,77.6001,0.68177,0.76428,1.06109,0.91561,0.77575,0.7772,0.50955,1.36959,1.30222,1.7338,0.0002576,0.0002576,0.0002576
90,78.3561,0.75456,0.82687,1.05446,0.92307,0.85707,0.83498,0.50358,1.40549,1.3193,1.75925,0.0002378,0.0002378,0.0002378
91,79.6379,0.49889,1.03392,0.89841,0.92307,0.85707,0.83498,0.50358,1.40549,1.3193,1.75925,0.000218,0.000218,0.000218
92,80.6053,0.59538,1.05052,0.99642,0.99717,0.85714,0.85642,0.50456,1.4329,1.3333,1.78024,0.0001982,0.0001982,0.0001982
93,81.5467,0.52247,0.905,0.87079,0.99717,0.85714,0.85642,0.50456,1.4329,1.3333,1.78024,0.0001784,0.0001784,0.0001784
94,82.5183,0.60641,1.04398,1.0628,1,0.85708,0.85653,0.48479,1.43592,1.3397,1.77931,0.0001586,0.0001586,0.0001586
95,83.4309,0.49607,0.87113,0.89089,1,0.85708,0.85653,0.48479,1.43592,1.3397,1.77931,0.0001388,0.0001388,0.0001388
96,84.2271,0.44211,0.88295,0.96007,1,0.85591,0.85642,0.48957,1.40678,1.37004,1.73215,0.000119,0.000119,0.000119
97,84.9323,0.47842,0.84479,0.97055,1,0.85591,0.85642,0.48957,1.40678,1.37004,1.73215,9.92e-05,9.92e-05,9.92e-05
98,85.6676,0.53296,0.95063,0.97102,1,0.85523,0.85639,0.49247,1.38824,1.39537,1.71468,7.94e-05,7.94e-05,7.94e-05
99,86.3741,0.46569,0.82436,0.93019,1,0.85523,0.85639,0.49247,1.38824,1.39537,1.71468,5.96e-05,5.96e-05,5.96e-05
100,87.1245,0.44243,0.88992,0.94158,1,0.85553,0.85659,0.4739,1.32622,1.39479,1.65258,3.98e-05,3.98e-05,3.98e-05
